Accession_no	 Seq_length	 NumberofN	 Coll_Date	 Pub_Date	 
JX286517.1	10539	0	2010	2012	
FJ882600.1	10606	0	1999	2009	
FJ410284.1	10690	0	2008	2008	
HM181933.1	10525	0	2006	2010	
FJ461320.1	10690	0	2007	2008	
EU179861.1	10672	1	2006	2007	
KU513442.1	10649	0	na	2016	
FJ639780.1	10649	0	2003	2009	
FJ882535.1	10690	0	2006	2009	
HM181960.1	10467	0	2008	2010	
EU179859.1	10709	0	2006	2007	
GU131710.1	10418	0	2008	2009	
KM279610.1	10176	0	2010	2014	
GQ199853.1	10690	0	2006	2009	
KM403602.1	10714	0	2013	2014	
KT187564.1	10735	0	2014	2015	
JF920404.1	10681	0	2009	2011	
GQ199785.1	10690	0	2007	2009	
AB608788.1	10693	0	1994	2011	
KF041254.1	10675	0	2008	2013	
GQ868618.1	10684	0	2003	2009	
KC762684.1	10698	0	2007	2013	
EU359009.1	10723	0	na	2007	
JQ045682.1	10698	0	na	2011	
EU482498.1	10690	0	2007	2008	
EU482751.1	10680	0	2005	2008	
EU482771.1	10679	0	2005	2008	
FJ898468.1	10663	0	2000	2009	
EU482652.1	10678	0	2006	2008	
FJ882589.1	10595	0	2007	2009	
FJ898376.1	10689	0	2007	2009	
DQ675521.1	10707	0	1998	2006	
KJ189314.1	10450	0	2008	2014	
FJ182023.1	10690	0	2007	2008	
KR028435.1	10672	0	2014	2015	
GQ199849.1	10673	0	2006	2009	
JQ045668.1	10687	0	na	2011	
FJ898460.1	10678	0	2001	2009	
FJ850118.1	10679	0	2000	2009	
EU482648.1	10678	0	2006	2008	
FJ461340.1	10690	0	2008	2008	
EU482511.1	10690	0	2007	2008	
KJ726664.1	10684	0	2012	2014	
EU081236.1	10735	0	2005	2007	
FJ410211.1	10672	0	2007	2008	
GQ398274.1	10723	0	1994	2009	
FJ687433.1	10673	0	2001	2009	
FJ182033.1	10690	0	2007	2008	
HQ705614.1	10681	0	2009	2010	
FM210235.2	10652	0	2005	2008	
GU131961.1	10688	0	2007	2009	
GQ868547.1	10655	0	2006	2009	
KF955456.1	10645	0	2006	2013	
GU131941.1	10638	0	2007	2009	
EU529696.1	10651	0	1999	2008	
HM181974.1	10540	0	2009	2010	
FJ432727.1	10688	0	2007	2008	
JF262783.1	10659	0	1961	2011	
GU131926.1	10486	0	2006	2009	
EU081187.1	10673	0	2005	2007	
GU131902.1	10679	0	2008	2009	
FJ639835.1	10680	0	2007	2009	
KX380796.1	10669	0	2012	2016	
AY732476.1	10735	0	1980	2004	
GU131789.1	10482	0	2008	2009	
JF937638.1	10681	0	2010	2011	
EU482473.1	10678	0	2006	2008	
KF955474.1	10663	0	1989	2013	
JF730051.1	10477	0	2009	2011	
FJ687429.1	10676	0	2001	2009	
FJ882593.1	10680	0	2007	2009	
GQ398300.1	10723	0	1994	2009	
FM210222.1	10685	0	2004	2008	
LC016760.1	10693	0	2014	2014	
GU131799.1	10404	0	2008	2009	
EU081202.1	10671	0	2005	2007	
KC762627.1	10735	0	2008	2013	
EU081180.1	10723	0	2005	2007	
KM279569.1	10723	0	2012	2014	
FJ639682.1	10690	0	2004	2009	
AB189122.1	10723	0	na	2004	
JQ045666.1	10669	0	na	2011	
GU131778.1	10599	0	2008	2009	
EU482496.1	10690	0	2007	2008	
EU482555.1	10648	0	2006	2008	
AY858038.2	10707	0	na	2004	
FJ906961.1	10661	0	2005	2009	
JF937634.1	10681	0	2010	2011	
KF955463.1	10525	0	2001	2013	
KX380837.1	10720	0	2013	2016	
GQ199805.1	10689	0	2007	2009	
EU482459.1	10653	0	2006	2008	
JN638570.1	10650	0	2008	2011	
JQ045642.1	10672	0	na	2011	
KM279575.1	10723	0	2012	2014	
GU131820.1	10405	0	2008	2009	
EU482445.1	10669	0	2006	2008	
GU131840.1	10485	0	2007	2009	
JF730048.1	10475	0	2008	2011	
KM279515.1	10723	0	2011	2014	
HM488255.1	10636	0	2007	2010	
GU131867.1	10525	0	2007	2009	
KC692505.1	10735	0	2009	2013	
GU131883.1	10678	0	2008	2009	
FM210238.2	10659	0	2001	2008	
HM631869.1	10539	0	2009	2010	
EU687238.1	10678	0	2003	2008	
FJ639731.1	10648	0	2007	2009	
FJ639711.1	10666	0	2005	2009	
GQ398280.1	10723	0	1994	2009	
FJ410216.1	10653	0	2007	2008	
GU131877.1	10616	0	2007	2009	
FJ639672.1	10682	0	2001	2009	
EU482738.1	10678	0	1998	2008	
KJ189291.1	10692	0	2008	2014	
FJ226067.1	10606	0	1994	2008	
JF357906.1	10783	0	2008	2011	
FJ024449.1	10690	0	2007	2008	
GU131781.1	10468	0	2008	2009	
EU482564.1	10648	0	2003	2008	
KJ649286.1	10622	0	2011	2014	
KF973472.1	10616	0	2012	2013	
AF326573.1	10649	0	na	2000	
KF921932.1	10254	0	2007	2013	
AB122021.1	10723	1	na	2003	
GQ868643.1	10593	0	2007	2009	
KC762653.1	10735	0	2008	2013	
EU482552.1	10678	0	2006	2008	
FJ410264.1	10685	0	2008	2008	
GU131713.1	10462	0	2008	2009	
JF920403.1	10535	0	2009	2011	
KX380821.1	10721	0	2012	2016	
JF937601.1	10390	0	2008	2011	
KJ596667.1	10649	0	2012	2014	
EU660403.1	10679	0	2006	2008	
FJ882576.1	10663	0	1994	2009	
EU482756.1	10679	0	2005	2008	
FJ850076.1	10663	0	2002	2009	
HQ166035.1	10650	0	2007	2010	
KF289072.1	10669	0	2011	2013	
FJ410246.1	10688	0	2008	2008	
AF119661.1	10723	0	na	1999	
JF730054.1	10696	0	2009	2011	
KC762649.1	10735	0	2007	2013	
JX079694.1	10478	0	2005	2012	
EU482644.1	10678	0	2006	2008	
AY732483.1	10735	0	1981	2004	
FJ850084.1	10686	0	2005	2009	
EU660391.1	10690	0	2006	2008	
EU482651.1	10678	0	2006	2008	
KM279581.1	10723	0	2011	2014	
EU781137.1	10648	0	1999	2008	
JF937640.1	10678	0	2010	2011	
GU131761.1	10486	0	2008	2009	
FJ182038.1	10648	0	2005	2008	
GQ398292.1	10723	0	1994	2009	
GU131966.1	10650	0	2007	2009	
KF973456.1	10327	0	2012	2013	
EU482663.1	10678	0	2006	2008	
EU854299.1	10606	0	2007	2008	
EU569711.1	10678	0	1998	2008	
DQ645546.1	10671	0	na	2006	
GU056032.1	10600	0	1998	2009	
EU482673.1	10677	0	2006	2008	
FJ639690.1	10690	0	2007	2009	
JN819414.1	10466	0	2007	2011	
JN819405.1	10467	0	2006	2011	
KM279609.1	10176	0	2009	2014	
FJ461313.1	10690	0	2007	2008	
GU131952.1	10638	0	2003	2009	
JN851131.1	10176	0	2005	2011	
JQ920480.1	10671	0	1996	2012	
FJ639703.1	10663	0	2003	2009	
KF955366.1	10658	0	2007	2013	
KF955467.1	9643	0	2000	2013	
JX669477.1	10723	0	2010	2012	
EU081184.1	10673	0	2005	2007	
JQ513332.1	10604	0	2010	2012	
EU529684.1	10662	0	2001	2008	
AY702035.1	10722	0	na	2004	
KJ737430.1	10707	0	1983	2014	
KF955477.1	10525	0	1984	2013	
FJ639793.1	10648	0	2004	2009	
HQ012537.1	10173	0	1999	2010	
FJ882590.1	10594	0	2007	2009	
GQ398303.1	10723	0	1994	2009	
FJ687440.1	10679	0	2001	2009	
KJ189351.1	10448	0	2012	2014	
EU482491.1	10684	0	2007	2008	
KJ189363.1	10648	0	2010	2014	
GQ199862.1	10652	0	2008	2009	
KT726348.1	10663	0	2002	2015	
KM279552.1	10723	0	2012	2014	
FJ432736.1	10690	0	2007	2008	
KX380808.1	10723	0	2012	2016	
FJ744730.1	10663	0	2001	2009	
GQ868534.1	10684	0	2008	2009	
GU131827.1	10418	0	2008	2009	
AF038402.1	10724	0	na	1988	
AY679147.1	10703	0	na	2004	
EU482499.1	10690	0	2007	2008	
KM403585.1	10669	0	2013	2014	
AJ487271.1	10597	0	na	2002	
GQ199888.1	10663	0	1983	2009	
KF955510.1	10586	0	2002	2013	
KC294208.1	10723	0	2011	2012	
GQ398275.1	10723	0	1994	2009	
FJ432719.1	10690	0	2007	2008	
AY496874.2	10707	0	2002	2003	
FJ639736.1	10606	0	1998	2009	
KC692506.1	10735	0	2009	2013	
EU081219.1	10707	0	2005	2007	
GQ868500.1	10684	0	2007	2009	
EU726770.1	10679	0	2005	2008	
FJ898383.1	10690	0	2007	2009	
FJ873808.1	10741	0	2000	2009	
GU131837.1	10455	0	2005	2009	
FJ639671.1	10690	0	2001	2009	
EU482784.1	10679	0	2003	2008	
KF921911.1	10609	0	1996	2013	
KJ189264.1	10693	0	2004	2014	
HM756280.1	10540	0	2009	2010	
GQ868640.1	10667	0	2003	2009	
FJ850104.1	10690	0	2008	2009	
JX649148.1	10723	0	1995	2012	
KC294220.1	10723	0	2010	2012	
JN903579.1	10694	0	2008	2011	
JQ915083.1	10572	0	2009	2012	
EF629368.1	10603	0	na	2007	
GU131783.1	10482	0	2008	2009	
KC762634.1	10735	0	2008	2013	
GQ868634.1	10663	0	2006	2009	
AY858040.2	10706	0	na	2004	
FM210245.2	10673	0	2005	2008	
GQ868528.1	10688	0	2007	2009	
EU482593.1	10678	0	2001	2008	
FJ850093.1	10690	0	2008	2009	
GU131779.1	10482	0	2008	2009	
KF973469.1	10620	0	2012	2013	
EU677175.1	10691	0	2007	2008	
EU687222.1	10678	0	2000	2008	
GQ868586.1	10663	0	2007	2009	
FJ744716.1	10678	0	2001	2009	
FJ410241.1	10678	0	2008	2008	
EU482489.1	10690	0	2007	2008	
JQ922556.1	10652	0	2005	2012	
GU131746.1	10472	0	2008	2009	
FJ547089.1	10690	0	2005	2008	
EU482608.1	10662	0	2007	2008	
KJ189316.1	10445	0	2009	2014	
JQ045639.1	10671	0	na	2011	
JQ922560.1	10739	0	2009	2012	
FJ196848.1	10735	0	1999	2008	
KJ189324.1	10444	0	2007	2014	
EU569716.1	10678	0	1997	2008	
KT276273.1	10649	0	2014	2015	
EU482513.1	10690	0	2007	2008	
KF973477.1	10512	0	2011	2013	
FJ873814.1	10672	0	2005	2009	
JN851116.1	10176	0	2007	2011	
DQ645545.1	10616	0	na	2006	
FJ410274.1	10685	0	2008	2008	
EU529694.1	10678	0	1994	2008	
FJ850069.1	10646	0	2003	2009	
FJ410244.1	10690	0	2008	2008	
GQ398261.1	10723	0	1976	2009	
KF973467.1	10198	0	2012	2013	
KP188561.1	10438	2	2012	2014	
GQ868588.1	10667	0	1983	2009	
EU081234.1	10735	0	2005	2007	
JX669474.1	10720	0	2001	2012	
DQ448231.2	10670	0	2001	2006	
EU482632.1	10679	0	2005	2008	
FJ410248.1	10690	0	2008	2008	
FJ882531.1	10690	0	2006	2009	
KF955424.1	9928	280	2007	2013	
KC762662.1	10723	0	2007	2013	
FJ850049.1	10652	0	2008	2009	
GQ398281.1	10723	0	1994	2009	
FJ898410.1	10690	0	2006	2009	
KT726343.1	10663	0	2001	2015	
FJ882559.1	10690	0	2007	2009	
AF169678.1	10723	0	na	1999	
AY744684.1	10707	0	na	2004	
KJ189318.1	10444	0	2007	2014	
GQ199781.1	10690	0	2007	2009	
EU482461.1	10649	0	2007	2008	
FJ205873.1	10690	0	1998	2008	
FJ882557.1	10688	0	2007	2009	
KC172832.1	9823	0	2009	2012	
KC762688.1	10707	0	2008	2013	
FJ850055.1	10648	0	2004	2009	
EU081256.1	10735	0	2005	2007	
KT726353.1	10663	0	2001	2015	
FJ461336.1	10690	0	2008	2008	
FJ744733.1	10663	0	2001	2009	
EU482769.1	10679	0	2005	2008	
FJ810413.1	10664	0	2001	2009	
KJ189330.1	10448	0	2007	2014	
FJ432731.1	10638	0	2007	2008	
EU569696.1	10664	0	2007	2008	
FJ882542.1	10684	0	2006	2009	
EU482688.1	10678	0	2006	2008	
EU081272.1	10735	0	2005	2007	
FJ744741.1	10679	0	2006	2009	
AB189124.1	10723	0	na	2004	
GQ199879.1	10593	0	1994	2009	
EU482775.1	10678	0	2004	2008	
FJ898384.1	10690	0	2007	2009	
HQ705623.1	10681	0	2009	2010	
EU482715.1	10690	0	2007	2008	
EU482466.1	10678	0	2006	2008	
EU482538.1	10690	0	2006	2008	
AY702040.1	10675	0	na	2004	
M87512.1	10717	0	na	1992	
DQ181804.1	10723	0	1984	2005	
JN851129.1	10176	0	2006	2011	
KM403620.1	10698	0	2013	2014	
EU920843.1	10647	0	2005	2008	
GU131938.1	10647	0	2007	2009	
EF105390.1	10717	0	1999	2006	
FJ859029.1	10676	0	2007	2009	
KJ189267.1	10693	0	2007	2014	
HQ705610.1	10681	0	2009	2010	
JN638340.1	10735	0	1997	2011	
JQ287664.1	10654	0	2004	2011	
FJ182013.1	10648	0	1998	2008	
GU131906.1	10625	0	2003	2009	
FJ744729.1	10663	0	2001	2009	
GQ868577.1	10646	0	2005	2009	
KC692497.1	10735	0	2009	2013	
EU482594.1	10678	0	1992	2008	
KM279527.1	10687	0	2011	2014	
FJ639831.1	10660	0	2001	2009	
EU482477.1	10690	0	2007	2008	
AY713475.1	10614	0	na	2004	
FJ461338.1	10638	0	2008	2008	
JF937627.1	10527	0	2010	2011	
HQ541790.1	10694	0	2008	2010	
KU094070.1	10723	0	2015	2015	
AY744679.1	10707	0	na	2004	
GU131696.1	10469	0	2008	2009	
FJ639805.1	10626	0	2005	2009	
KP188554.1	10699	0	2013	2014	
DI403033.1	10735	0	na	2014	
KJ622196.1	10710	0	2013	2014	
HM181936.1	10468	0	2006	2010	
KM279537.1	10723	0	2012	2014	
GU131797.1	10465	0	2008	2009	
GQ199899.1	10570	0	2008	2009	
EU687221.1	10648	0	2000	2008	
FJ024427.1	10690	0	2007	2008	
HM181943.1	10672	0	2007	2010	
FJ024437.1	10690	0	2007	2008	
EU687213.1	10678	0	2004	2008	
EU660393.1	10690	0	2006	2008	
FJ850106.1	10677	0	2008	2009	
KM279583.1	10695	0	2011	2014	
GQ199830.1	10690	0	2003	2009	
FJ547076.1	10648	0	2000	2008	
GQ868620.1	10663	0	2003	2009	
FJ478459.1	10680	0	2007	2008	
FJ467493.1	10719	0	2008	2008	
EU482781.1	10678	0	2003	2008	
GU131897.1	10428	0	2007	2009	
GQ398290.1	10722	0	1994	2009	
FJ024445.1	10690	0	2007	2008	
KF973454.1	10619	0	2012	2013	
DI401644.1	10723	1	na	2014	
KF041259.1	10675	0	2006	2013	
GQ868615.1	10684	0	2008	2009	
KM279519.1	10723	0	2011	2014	
AY099337.1	10707	0	na	2002	
GU131887.1	10457	0	2006	2009	
FJ639709.1	10683	0	2005	2009	
FJ639692.1	10690	0	2007	2009	
AY373427.1	10014	0	na	2003	
KR296743.1	10710	0	2013	2015	
KM217156.1	10656	0	2011	2014	
FJ639769.1	10647	0	2001	2009	
FJ882516.1	10690	0	2006	2009	
JQ920487.1	10671	0	1989	2012	
GQ868601.1	10690	0	1985	2009	
KJ579247.1	10650	0	2012	2014	
EU482735.1	10678	0	1998	2008	
EU482685.1	10678	0	2006	2008	
HM181959.1	10676	0	2007	2010	
EU482526.1	10690	0	2006	2008	
AB608787.1	10749	0	2008	2011	
FJ639715.1	10648	0	2008	2009	
HQ332176.1	10649	0	2007	2010	
EF105378.1	10722	0	1981	2006	
FJ639783.1	10679	0	2003	2009	
KM279539.1	10723	0	2012	2014	
JQ045658.1	10669	1	na	2011	
FJ882532.1	10690	0	2006	2009	
AF169679.1	10723	0	na	1999	
EU660407.1	10663	0	2006	2008	
GU131733.1	10486	0	2008	2009	
GQ868593.1	10663	0	1973	2009	
FJ432722.1	10648	0	2007	2008	
JF920407.1	10680	0	2009	2011	
KM403615.1	10714	0	2013	2014	
GQ199782.1	10690	0	2007	2009	
KF041257.1	10675	0	2006	2013	
FJ432730.1	10688	0	2007	2008	
KP188540.1	10699	0	2011	2014	
EU482516.1	10690	0	2007	2008	
KJ579245.1	10649	0	2012	2014	
KM279599.1	10723	0	2012	2014	
FJ410263.1	10684	0	2008	2008	
KF744403.1	10176	0	1995	2013	
EU569695.1	10680	0	2007	2008	
HM181965.1	10418	0	2008	2010	
HM631868.1	10679	0	2005	2010	
HQ332190.1	10722	0	2007	2010	
FJ390384.1	10678	0	2007	2008	
KF921919.1	9645	0	2009	2013	
EU482528.1	10689	0	2006	2008	
JX079690.1	10342	0	2007	2012	
EU482671.1	10660	0	2006	2008	
FJ898467.1	10678	0	2005	2009	
KM403576.1	10665	0	2013	2014	
FJ850117.1	10679	0	2000	2009	
AY858036.2	10723	0	na	2004	
AY713474.1	10614	0	na	2004	
JF937644.1	10443	0	2009	2011	
FJ687430.1	10676	0	2001	2009	
EU854295.1	10566	0	1986	2008	
FJ882564.1	10681	0	2003	2009	
FJ182034.1	10676	0	2007	2008	
GQ398278.1	10723	0	1994	2009	
KF955451.1	10507	0	na	2013	
JQ675358.1	10605	0	2010	2012	
GQ868550.1	10669	0	2008	2009	
GU131970.1	10675	0	2007	2009	
HM181977.1	10536	0	2009	2010	
GQ868570.1	10674	0	2008	2009	
FW366603.1	10723	0	na	2010	
FJ410245.1	10684	0	2008	2008	
JF937622.1	10680	0	2010	2011	
GU131978.1	10656	0	2007	2009	
AY732475.1	10735	0	1994	2004	
EU081188.1	10705	0	2005	2007	
FJ384655.1	10735	0	na	2008	
KF955473.1	10459	0	2002	2013	
KT026310.1	10414	0	2011	2015	
KC762699.1	10641	0	2008	2013	
AY726554.1	10735	0	na	2004	
GQ199777.1	10690	0	2007	2009	
FJ882594.1	10648	0	2007	2009	
GU131923.1	10692	0	2005	2009	
EF105387.1	10709	0	1966	2006	
JF504679.1	10685	0	2009	2011	
HM631866.1	10680	0	2006	2010	
EU482802.1	10690	0	2006	2008	
FJ744714.1	10678	0	2001	2009	
EU482446.1	10678	0	2006	2008	
EU920838.1	10659	0	2005	2008	
KC762630.1	10735	0	2008	2013	
FJ432749.1	10690	0	2007	2008	
EU482495.1	10690	0	2007	2008	
AY496877.2	10707	0	2002	2003	
EU081215.1	10675	0	2005	2007	
GU131823.1	10486	0	2008	2009	
KM279572.1	10723	0	2012	2014	
EU081209.1	10673	0	2005	2007	
JQ045681.1	10691	0	na	2011	
KM279516.1	10670	0	2011	2014	
FJ024446.1	10690	0	2007	2008	
HM488256.1	10459	0	2008	2010	
GU131857.1	10616	0	2006	2009	
FM210216.1	10685	0	2004	2008	
KC692502.1	10735	0	2009	2013	
HG316484.1	10707	0	2010	2013	
KJ189281.1	10692	0	2007	2014	
GU318315.1	10499	6486	na	2009	
EU687242.1	10678	0	2004	2008	
JQ045663.1	10672	0	na	2011	
EU482541.1	10678	0	2006	2008	
EF105389.1	10723	0	1999	2006	
FJ639732.1	10630	0	2005	2009	
GQ199779.1	10690	0	2007	2009	
JQ045673.1	10559	0	na	2011	
FJ024482.1	10690	0	2005	2008	
KF973471.1	10625	0	2012	2013	
KX380832.1	10721	0	2013	2016	
GU131782.1	10670	0	2008	2009	
GU131862.1	10525	0	2007	2009	
GQ398287.1	10722	0	1994	2009	
FJ906958.1	10679	0	1996	2009	
KF921935.1	10528	0	2007	2013	
HQ332175.1	10649	0	2007	2010	
KC762650.1	10735	0	2007	2013	
GQ868644.1	10637	0	2007	2009	
FJ432723.1	10690	0	2007	2008	
KP723479.1	10723	0	2010	2015	
FJ639689.1	10684	0	2007	2009	
FJ410283.1	10688	0	2008	2008	
EU660420.1	10663	0	2001	2008	
KF921929.1	10442	0	2010	2013	
FJ390382.1	10690	0	2007	2008	
EU081235.1	10735	0	2005	2007	
EU660400.1	10677	0	1998	2008	
KJ596670.1	10649	0	2012	2014	
EU660396.1	10690	0	2006	2008	
KX380810.1	10720	0	2012	2016	
KM279604.1	10176	0	2008	2014	
JF937632.1	10581	0	2009	2011	
HM181938.1	10486	0	2006	2010	
JQ915087.1	10246	0	2009	2012	
FJ410254.1	10690	0	2008	2008	
AF100465.1	10674	0	na	1998	
JN093515.1	10679	0	2010	2011	
FM210225.1	10684	0	2001	2008	
JF937612.1	10587	0	2008	2011	
GQ398295.1	10723	0	1994	2009	
KJ579246.1	10649	0	2012	2014	
GU131772.1	10464	0	2008	2009	
KJ596674.1	10649	0	2012	2014	
HQ634199.1	10479	0	2007	2010	
EU081179.1	10723	0	2005	2007	
FJ850082.1	10679	0	2004	2009	
GU131704.1	10473	0	2008	2009	
JF937604.1	10443	0	2008	2011	
EU482557.1	10639	0	1999	2008	
JN819417.1	10676	0	1993	2011	
FJ639697.1	10667	0	2001	2009	
EF122232.1	10735	0	na	2006	
KJ189348.1	10445	0	2011	2014	
EU482642.1	10678	0	2006	2008	
GQ398289.1	10722	0	1994	2009	
JF937623.1	10681	0	2010	2011	
FJ410279.1	10690	0	2008	2008	
JF808120.1	10707	0	2009	2011	
JQ922544.1	10698	0	1963	2012	
KR920365.1	10723	0	na	2015	
GU131750.1	10675	0	2008	2009	
FJ873810.1	10690	0	2007	2009	
FJ639687.1	10690	0	2006	2009	
JF808128.1	10707	0	2003	2011	
AY277659.2	10735	0	na	2003	
EU854296.1	10606	0	1998	2008	
EU482825.1	10690	0	2006	2008	
KF973459.1	10238	0	2011	2013	
DQ645549.1	10671	0	na	2006	
EF105388.1	10711	0	1966	2006	
GQ199803.1	10690	0	2007	2009	
FJ390373.1	10648	0	2002	2008	
EU569700.1	10679	0	2007	2008	
EU081281.1	10735	0	2006	2007	
EU249492.1	10690	0	2006	2007	
KF955365.1	10780	0	na	2013	
FJ410249.1	10690	0	2008	2008	
JX669470.1	10728	0	1998	2012	
HM631859.1	10539	0	2009	2010	
KJ189360.1	10265	0	2010	2014	
EU569708.1	10678	0	1995	2008	
KF971696.1	10418	1434	2009	2013	
EU482734.1	10678	0	1998	2008	
EU482661.1	10678	0	2006	2008	
EU482612.1	10649	0	2001	2008	
AY702036.1	10722	0	na	2004	
JX669478.1	10723	0	2010	2012	
FJ882549.1	10665	0	2007	2009	
AF226687.2	10735	0	na	2000	
AB608786.1	10749	0	2008	2011	
AY702038.1	10722	0	na	2004	
EU482694.1	10680	0	2007	2008	
HQ012534.1	10173	0	1991	2010	
FJ639790.1	10654	0	2004	2009	
JQ920485.1	10663	0	1996	2012	
KT187554.1	10723	0	2014	2015	
FJ687447.1	10678	0	2001	2009	
FJ898414.1	10679	0	2006	2009	
EU482676.1	10678	0	2006	2008	
FJ182016.1	10606	0	2007	2008	
FJ410197.1	10683	0	2007	2008	
GQ199861.1	10652	0	2008	2009	
KT726347.1	10663	0	2002	2015	
AF169680.1	10723	0	na	1999	
FJ410255.1	10690	0	2008	2008	
FJ850051.1	10679	0	2007	2009	
JX669480.1	10723	0	1995	2012	
FJ639725.1	10648	0	2003	2009	
KJ189334.1	10445	0	2008	2014	
KM403586.1	10649	0	2013	2014	
FJ410187.1	10690	0	1992	2008	
KF954946.1	10686	0	2013	2013	
GQ398314.1	10723	0	1994	2009	
FJ182041.1	10648	0	2005	2008	
FJ898420.1	10676	0	2006	2009	
GU131834.1	10468	0	2001	2009	
EU482783.1	10677	0	2003	2008	
KM279557.1	10724	0	2012	2014	
EU687245.1	10678	0	2005	2008	
DQ645552.1	10671	0	na	2006	
EU482711.1	10690	0	2007	2008	
FJ882575.1	10663	0	1985	2009	
KC294223.1	10723	0	2010	2012	
AJ968413.1	10723	0	na	2005	
GQ398260.1	10723	0	1976	2009	
FJ410259.1	10678	0	2008	2008	
GQ868635.1	10690	0	2008	2009	
FJ898380.1	10676	0	2007	2009	
GU131806.1	10404	0	2008	2009	
EU081268.1	10735	0	2005	2007	
FJ639729.1	10648	0	2006	2009	
EU482719.1	10678	0	2006	2008	
GQ868531.1	10683	0	2008	2009	
DQ181800.1	10723	0	1995	2005	
FJ196850.1	10649	0	1990	2008	
JN638342.1	10735	0	1990	2011	
FJ410290.1	10690	0	2005	2008	
AY858047.2	10688	0	na	2004	
KJ189263.1	10693	0	2004	2014	
FJ410199.1	10676	0	2007	2008	
DQ675519.1	10707	0	1995	2006	
FJ410282.1	10690	0	2008	2008	
FJ898408.1	10690	0	2006	2009	
GQ199895.1	10678	0	1999	2009	
EU482468.1	10678	0	2006	2008	
GQ868517.1	10690	0	2007	2009	
KM279523.1	10723	0	2011	2014	
JQ915080.1	10699	0	2010	2012	
KF907503.1	10648	0	1953	2013	
EU677144.1	10678	0	1999	2008	
EU081210.1	10707	0	2005	2007	
GQ868591.1	10678	0	1964	2009	
KX380813.1	10723	0	2012	2016	
FJ744705.1	10669	0	2000	2009	
EU482590.1	10678	0	1990	2008	
EU482570.1	10678	0	1987	2008	
KJ622192.1	10710	0	2013	2014	
GQ868585.1	10606	0	2005	2009	
EU677172.1	10690	0	2007	2008	
KP188542.1	10607	0	2011	2014	
FJ639809.1	10678	0	2005	2009	
EU081266.1	10735	0	2005	2007	
KP012546.1	10723	0	2014	2014	
DQ401693.1	10707	0	na	2006	
FM210212.1	10486	0	2003	2008	
EF122231.1	10735	0	na	2006	
EU482799.1	10690	0	2006	2008	
EU726779.1	10690	0	2007	2008	
FJ639747.1	10648	0	2000	2009	
JF808123.1	10707	0	2002	2011	
GU370053.1	10248	0	2007	2009	
GU131753.1	10461	0	2008	2009	
EU482510.1	10690	0	2007	2008	
DQ645554.1	10616	0	na	2006	
HQ875339.1	10160	0	2008	2011	
KM190936.1	10592	0	2006	2014	
KF672764.1	10176	0	2001	2013	
FJ390374.1	10690	0	1995	2008	
FJ547072.1	10649	0	2000	2008	
AY618990.1	10650	0	na	2004	
FJ478455.1	10678	0	2005	2008	
JQ045626.1	10674	0	na	2011	
GU131684.1	10457	0	2008	2009	
GQ868611.1	10690	0	2007	2009	
FJ639757.1	10627	0	2001	2009	
NC_001477.1	10735	0	na	1987	
JN819407.1	10651	0	2007	2011	
EU482726.1	10678	0	2006	2008	
AF204178.1	10723	0	na	1999	
FJ850070.1	10677	0	2000	2009	
KJ189301.1	10693	0	2008	2014	
GQ199826.1	10690	0	2007	2009	
KF955465.1	10614	0	2000	2013	
EU482631.1	10679	0	2005	2008	
JX567951.1	10173	0	2008	2012	
AF169683.1	10723	0	na	1999	
FJ639771.1	10647	0	2001	2009	
FJ410232.1	10679	0	2007	2008	
FJ882601.1	10606	0	1999	2009	
KC762661.1	10723	0	2007	2013	
FJ639779.1	10633	0	2003	2009	
FJ562097.1	10648	0	2007	2008	
DL138662.1	10703	15	na	2008	
HM631864.1	10539	0	2009	2010	
KP188564.1	10618	0	2013	2014	
GU131805.1	10451	0	2008	2009	
FJ882528.1	10690	0	2006	2009	
FJ205874.1	10690	0	1995	2008	
GU131737.1	10472	0	2008	2009	
FJ850103.1	10678	0	2008	2009	
DQ675531.1	10707	0	1998	2006	
FJ850052.1	10652	0	2008	2009	
HM181939.1	10690	0	2006	2010	
EU482487.1	10690	0	2007	2008	
FJ744724.1	10659	0	2001	2009	
FJ810410.1	10703	0	2001	2009	
KJ189333.1	10445	0	2008	2014	
FJ461321.1	10694	0	2007	2008	
HM181961.1	10402	0	2008	2010	
EU569691.1	10651	0	2001	2008	
FJ639759.1	10648	0	2001	2009	
KR052012.1	10714	0	2014	2015	
HM181935.1	10525	0	2007	2010	
FJ882545.1	10690	0	2007	2009	
JQ045683.1	10688	0	na	2011	
FJ850083.1	10663	0	2004	2009	
EU081243.1	10735	0	2005	2007	
EU596494.1	10648	0	2007	2008	
DQ181799.1	10723	0	1998	2005	
DQ181806.1	10723	0	1974	2005	
EU482716.1	10690	0	2007	2008	
FM210221.1	10685	0	2003	2008	
JN638338.1	10735	0	1992	2011	
AY744681.1	10707	0	na	2004	
FJ410291.1	10679	0	2007	2008	
KX458013.1	10636	13	2014	2016	
EU081253.1	10735	0	2005	2007	
FJ687434.1	10679	0	2001	2009	
EU359008.1	10735	0	na	2007	
FJ850090.1	10673	0	2007	2009	
HQ541793.1	10485	0	2005	2010	
EU482649.1	10678	0	2006	2008	
KC762695.1	10619	0	2007	2013	
EU482699.1	10678	0	2007	2008	
FJ226066.1	10684	0	2005	2008	
